,Unnamed: 0.1,Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long
89,89,25730,29/06/2020 21:55,3541160000000000.0,fraud_Labadie LLC,personal_care,7.78,Jason,Singh,M,4720 Anna Ways,Murrayville,IL,62668,39.5723,-90.2379,1512,Commercial/residential surveyor,07/05/2003,80a849308ccd182c2dd1f960688bdfa8,1372542900,39.529505,-90.424854
90,90,430434,04/12/2020 13:47,5104810000000000.0,fraud_Barrows PLC,shopping_pos,1.91,Regina,Johnston,F,641 Steven Mall Apt. 299,Westhampton Beach,NY,11978,40.8295,-72.6473,3255,Financial trader,08/07/1978,2ef349e0135c56e9bbab8db12a443674,1386164871,41.043974,-73.253675
91,91,216876,06/09/2020 13:45,4509920000000000.0,fraud_Pollich LLC,home,117.08,Monica,West,F,22084 Smith Roads Suite 776,Hurley,SD,57036,43.2893,-97.1904,811,Neurosurgeon,28/03/1972,a390b8502fe39de3355c41bf8391ba34,1378475146,43.610095,-96.46961
92,92,253476,21/09/2020 22:43,3577790000000000.0,fraud_Volkman-Predovic,shopping_net,3.64,Mary,Humphrey,F,9853 Flynn Hollow Apt. 602,Reynolds,ND,58275,47.7068,-97.2092,733,Visual merchandiser,12/11/1994,9750ce0d0992e98eb51510e3374d785f,1379803381,47.048218,-96.483612
93,93,542050,28/12/2020 20:36,3518230000000000.0,fraud_Schulist Ltd,food_dining,24.46,Barbara,Lowe,F,67210 Lori Creek,Sherman,TX,75092,33.6372,-96.6184,46563,Systems developer,11/09/1970,59accb55d8941f55a8a23e2498792562,1388262975,32.718936,-95.666602
94,94,339205,29/10/2020 16:48,4.71574e+18,fraud_Rau-Grant,kids_pets,53.88,Robert,Drake,M,463 Willie Estates,Burbank,OK,74633,36.6966,-96.7869,471,Sub,30/03/1941,eb9e2ffca1331fdc0edb37f14cbf5e4f,1383065298,37.253283,-96.347421
95,95,301335,12/10/2020 22:22,3560320000000000.0,"fraud_Armstrong, Walter and Gottlieb",food_dining,8.49,William,Skinner,M,524 Wu Spurs Suite 894,Mount Hope,AL,35651,34.4793,-87.4769,1312,"Librarian, academic",01/02/1955,00f52d45c0106928a2e72716205ce7d5,1381616530,33.692623,-88.224359
96,96,463998,11/12/2020 21:50,377027000000000.0,fraud_Osinski Inc,personal_care,12.57,Jackie,Davis,F,1898 Parker Fork Apt. 057,Redford,MO,63665,37.3272,-91.0243,241,Investment analyst,27/10/1974,aea933b56118b6d3d8fe6549c05b80cc,1386798610,36.411099,-90.073175
97,97,553835,31/12/2020 13:08,30011500000000.0,fraud_Stamm-Witting,shopping_net,2.46,Lisa,Garcia,F,213 Gill Expressway,Chatham,NY,12037,42.3496,-73.5873,4015,Human resources officer,14/10/1971,b3581ca5310e1bacabbb27b2238c43f4,1388495288,42.258149,-74.386919
98,98,147868,11/08/2020 15:23,180095000000000.0,fraud_Rippin-VonRueden,health_fitness,28.13,Tammie,Harper,F,57887 Gutierrez Harbor,Westfir,OR,97492,43.7575,-122.481,597,Forensic psychologist,19/05/1961,d6cdc7793a680631e59e17020d958aae,1376234619,44.078234,-121.485543
99,99,547049,29/12/2020 16:42,3511380000000000.0,fraud_Bruen-Yost,misc_pos,3.77,James,Cooper,M,663 Ramirez Trace Apt. 951,Huntsville,AL,35811,34.7789,-86.5438,190178,Television production assistant,01/04/1973,bcd5c9a16814f5170ddf285f4e1ac448,1388335376,34.591124,-87.177742
100,100,334988,27/10/2020 13:24,4613310000000.0,fraud_Dare-Gibson,health_fitness,74.61,Jason,Murphy,M,542 Steve Curve Suite 011,Collettsville,NC,28611,35.9946,-81.7266,885,Soil scientist,15/09/1988,b0533bfee89e5c9ae83b47bbc9624d49,1382880286,36.832179,-81.30408
101,101,411039,30/11/2020 06:52,6534630000000000.0,fraud_Bernhard Inc,gas_transport,61.89,Christine,Harris,F,29606 Martinez Views Suite 653,Hinesburg,VT,5461,44.3346,-73.098,4542,Claims inspector/assessor,19/03/1998,faff331d7da42f0d28f9c32ecf3d9926,1385794327,44.333925,-72.959928
102,102,536702,27/12/2020 23:43,3559160000000000.0,"fraud_Denesik, Powlowski and Pouros",home,83.9,Allen,Bell,M,70147 Amanda Fields,Saint Bonaventure,NY,14778,42.2701,-78.6847,1453,Toxicologist,15/02/1974,34fedb2ef42e8833199fe7038af7babf,1388187801,42.346703,-78.476473
103,103,146645,11/08/2020 07:31,3551510000000000.0,fraud_DuBuque LLC,grocery_pos,130.2,Erika,Anderson,F,3786 Hale Corners,Rochester,KY,42273,37.2048,-86.8592,443,"Development worker, international aid",15/07/1947,f672d7443141048c23d711137a261b1e,1376206307,37.54523,-86.828506
104,104,145984,11/08/2020 02:25,4839620000000000.0,"fraud_Lockman, West and Runte",grocery_pos,163.6,Phillip,Robertson,M,85344 Smith Gateway Apt. 280,Harrodsburg,IN,47434,39.013,-86.5457,76,Social researcher,06/05/1955,1c0c9888a5efae5000d20f1d0ab2a1fe,1376187941,38.362015,-86.823715
105,105,490066,17/12/2020 10:14,4.89707e+18,fraud_Koepp-Parker,grocery_pos,41.99,Randy,Wood,M,542 Howe Mission Apt. 092,Port Richey,FL,34668,28.3011,-82.6927,42619,Environmental education officer,07/10/1975,760cd1f1beb1962023a767ef443e4573,1387275281,27.597997,-82.73316
106,106,129852,05/08/2020 04:55,639030000000.0,"fraud_Quitzon, Green and Bashirian",shopping_pos,137.09,Stephen,Lopez,M,696 Matthew Ford Suite 157,Olmsted,IL,62970,37.1935,-89.0933,639,Mechanical engineer,01/08/1982,c5c911cbb106367757dcd2e07944011d,1375678551,36.903043,-89.801106
107,107,163740,17/08/2020 17:05,3543590000000000.0,fraud_Cruickshank-Mills,entertainment,92.41,Margaret,Lam,F,6911 Nicholas Keys Apt. 237,Armagh,PA,15920,40.4603,-79.0097,922,Early years teacher,04/10/1972,e47b802fd6f5de14a95e9c96bf444f98,1376759111,40.311198,-79.624384
108,108,553921,31/12/2020 13:37,6011680000000000.0,fraud_Fisher-Schowalter,shopping_net,3.48,Jennifer,Gonzalez,F,5517 Stacy Land,Jelm,WY,82063,41.0539,-106.0763,100,Public librarian,16/04/1974,7007dba9340f257c065ff49c11b739ba,1388497057,41.268794,-106.141607
109,109,253770,22/09/2020 00:50,4277230000000000.0,fraud_Schmitt Ltd,misc_net,33.06,Jennifer,Vance,F,13299 Patrick Terrace,Rhame,ND,58651,46.1664,-103.7079,475,Illustrator,10/11/1955,e8d3cc4d5eaee9f41a188ea3b52b642c,1379811042,45.409821,-103.810076
110,110,179718,23/08/2020 16:30,6011540000000000.0,"fraud_Champlin, Rolfson and Connelly",travel,3.39,Emily,Hall,F,8851 Reese Neck,Basye,VA,22810,38.8089,-78.7776,863,"Engineer, mining",09/08/1972,53ee667e48a9034726bc319dabda400d,1377275457,39.620871,-78.160366
111,111,435853,05/12/2020 22:36,4003770000000000.0,fraud_Kutch-Ferry,home,14.3,Danielle,Hayden,F,03368 Michelle Trail,Gregory,AR,72059,35.1791,-91.2594,37,"Lecturer, further education",01/01/1958,369876a90a2c8d1c7ac005cba503656c,1386282976,35.621874,-90.928485
112,112,85254,20/07/2020 20:06,4179720000000000.0,fraud_Kling-Ernser,entertainment,4.74,Belinda,Jimenez,F,6807 Jacob Skyway Apt. 331,Rockwell,IA,50469,43.0032,-93.2167,1574,"Scientist, audiological",27/12/1982,3e24ecece01ecb0b934afb49b6ba49c2,1374350804,43.090117,-92.666308
113,113,490272,17/12/2020 12:02,3590740000000000.0,fraud_Kozey-Kuhlman,personal_care,13.5,Kimberly,Gonzalez,F,72966 Shannon Pass Apt. 391,Bauxite,AR,72011,34.5091,-92.4828,4074,"Scientist, audiological",20/12/1975,a352203ca34edbcba2c7ea1494a70c44,1387281732,34.591697,-91.522048
114,114,5726,22/06/2020 22:11,374125000000000.0,fraud_O'Connell-Ullrich,home,60.06,Christopher,Gilbert,M,20937 Reed Lakes Apt. 271,Washington,DC,20012,38.9757,-77.0282,601723,"Optician, dispensing",20/07/1970,3f7e8bd1c8da6b922f45c40da00ea855,1371939114,38.288655,-77.646111
115,115,237772,15/09/2020 00:14,180085000000000.0,"fraud_Heller, Gutmann and Zieme",grocery_pos,144.87,David,Kirby,M,133 Alyssa Plains,Lolita,TX,77971,28.7724,-96.4793,911,Archaeologist,18/01/1970,96a6d4a74b1da8cf4883df11d44b35cf,1379204059,27.81167,-96.210449
116,116,386416,19/11/2020 07:46,3597930000000000.0,fraud_Hintz-Bruen,grocery_net,43.1,Derrick,Flores,M,83690 Nicholas Ports Apt. 846,Oakland,TN,38060,35.2229,-89.5518,9496,Furniture conservator/restorer,23/03/1993,3935fc9a6d7af0f43a81cbc58f286c11,1384847186,35.68382,-89.968123
117,117,553755,31/12/2020 12:42,6538440000000000.0,"fraud_Kerluke, Kertzmann and Wiza",misc_net,148.59,Gina,Grimes,F,444 Robert Mews,Clarks Mills,PA,16114,41.3851,-80.1752,606,Energy manager,22/09/1997,cba16616fc074cc17ed5943a4f569f2e,1388493768,41.466146,-80.198471
118,118,307541,15/10/2020 20:13,4561890000000.0,fraud_Kulas Group,health_fitness,37.16,Jacqueline,Allen,F,166 Lisa Fords,Greenwood,IN,46143,39.596,-86.1309,78968,Financial adviser,10/02/1968,8cae7c98942597a59ec529da0662da5a,1381868032,40.098729,-86.886194
119,119,1882,21/06/2020 23:13,344710000000000.0,fraud_Torphy-Goyette,shopping_pos,5.22,Joanna,Hudson,F,2924 Bobby Trafficway,Sebring,FL,33872,27.4703,-81.4872,50835,Environmental consultant,30/01/1986,9bc096fc74a23b5323b47b68db28e444,1371856391,26.739775,-81.270224
120,120,189393,26/08/2020 09:51,4393520000000.0,"fraud_Rodriguez, Yost and Jenkins",misc_net,106.32,Charles,Rodriguez,M,240 Tracy Forges,Easton,KS,66020,39.3391,-95.0999,1442,Air broker,20/05/1982,e73f2a9c1d1b13511f3b44cbbef0192e,1377510693,39.439564,-94.211465
121,121,504084,20/12/2020 19:50,581293000000.0,fraud_Kuphal-Toy,food_dining,69.35,William,Thomas,M,39227 Mcpherson Shoals,Lahoma,OK,73754,36.385,-98.0727,1078,Podiatrist,06/10/1989,a0b4fd8d5fe865fa237631b4cf7f86e0,1387569001,36.001615,-99.002544
122,122,340305,30/10/2020 08:23,30044300000000.0,fraud_Kiehn Inc,grocery_pos,210.3,Allison,Ayala,F,87665 Karen Mill Apt. 586,Fort Myers,FL,33967,26.4722,-81.8122,224256,Paramedic,29/08/1985,12fd0f34d06a8761e460c4f4c18d9fa4,1383121419,25.545614,-82.471062
123,123,358931,07/11/2020 18:52,4464460000000.0,fraud_Jewess LLC,shopping_pos,9.33,Breanna,Rodriguez,F,118 Cabrera Springs Apt. 105,Lanark Village,FL,32323,29.8826,-84.5964,217,Television production assistant,24/01/1990,cad671a4e317949f6fbc573439826236,1383850323,30.283196,-85.378638
124,124,149561,12/08/2020 00:55,2242540000000000.0,"fraud_Schaefer, Maggio and Daugherty",gas_transport,46.63,Samuel,Jenkins,M,43235 Mckenzie Views Apt. 837,Westport,KY,40077,38.4921,-85.4524,564,Pensions consultant,10/04/1996,598c1e5a8ebab4fcc8be1bb91157a2ca,1376268925,38.718722,-84.472412
125,125,134988,07/08/2020 17:10,3586010000000000.0,fraud_Pacocha-Bauch,shopping_pos,5.17,Crystal,Fuller,F,000 Jennifer Mills,Issaquah,WA,98027,47.4974,-122.0107,50489,Osteopath,29/02/1984,666ee0d5812fcee31c55de8512ed0427,1375895428,46.651641,-121.10006
126,126,22862,29/06/2020 05:47,375975000000000.0,fraud_Conroy-Cruickshank,gas_transport,69.66,Roberta,Mccarthy,F,94431 Matthew Mall Suite 296,Plymouth,CT,6782,41.6611,-73.0449,2376,Herpetologist,06/04/1973,f21297685b130f78c690968364b84c76,1372484820,41.587491,-72.129089
127,127,479464,14/12/2020 22:52,3590740000000000.0,fraud_Hoppe-Parisian,kids_pets,29.01,Kimberly,Gonzalez,F,72966 Shannon Pass Apt. 391,Bauxite,AR,72011,34.5091,-92.4828,4074,"Scientist, audiological",20/12/1975,8a5ef21d3fe346380457134c34cbf076,1387061569,33.81263,-93.307268
128,128,225997,09/09/2020 23:11,4.31213e+18,fraud_Sawayn PLC,shopping_pos,7.29,Julian,Price,M,086 Pierce Cove,Pikesville,MD,21208,39.3764,-76.729,33917,Company secretary,12/06/1977,54d118f9099eb90db430ea98f93efdf7,1378768298,39.525129,-77.031994
129,129,223373,08/09/2020 15:52,4939980000000000.0,fraud_Gibson-Deckow,entertainment,129.03,Michelle,Johnston,F,3531 Hamilton Highway,Roma,TX,78584,26.4215,-99.0025,18128,IT trainer,07/11/1990,d36d683305560705b8ca3dd03e7a77c4,1378655563,26.173903,-99.577385
130,130,215799,06/09/2020 02:15,370349000000000.0,fraud_Stracke-Lemke,grocery_pos,75.92,Christopher,Gomez,M,950 Dunn Squares,Tickfaw,LA,70466,30.5668,-90.482,8512,"Accountant, chartered public finance",03/09/1951,ed6013f7a30bb64a5aa1df8d6b190c16,1378433742,30.761487,-91.020987
131,131,268069,28/09/2020 14:08,371009000000000.0,"fraud_Hermiston, Russel and Price",food_dining,2.87,Randall,Burgess,M,393 Carroll Route Suite 197,Norman Park,GA,31771,31.2462,-83.6549,5666,Rural practice surveyor,14/09/2003,70a9041140e5f250c1ce257fe963ea7d,1380377327,30.634011,-83.996517
132,132,405004,27/11/2020 22:26,3513510000000000.0,fraud_Schaefer Ltd,kids_pets,17.93,Sarah,Adams,F,5654 Peterson Land,Ridgeland,MS,39157,32.4122,-90.1207,24645,"Scientist, clinical (histocompatibility and immunogenetics)",29/05/1966,fe8d984410b624493ae12d616bde62e3,1385591204,33.377561,-89.302362
133,133,483192,15/12/2020 15:14,630423000000.0,fraud_Bashirian Group,shopping_net,2.83,Stephanie,Gill,F,43039 Riley Greens Suite 393,Orient,WA,99160,48.8878,-118.2105,149,Special educational needs teacher,21/06/1978,08672017e60d51a85cbe650210cdeba5,1387120477,47.905909,-117.398247
134,134,273460,30/09/2020 14:15,4260000000000.0,"fraud_Cormier, Stracke and Thiel",entertainment,5.46,Julie,Johnson,F,9331 Robert Passage Suite 327,Hudson,KS,67545,38.1485,-98.6408,215,Probation officer,22/11/1968,5fd581f77dbdbffa7709cea328fcaa31,1380550501,37.970077,-98.137422
135,135,483047,15/12/2020 14:47,30029100000000.0,fraud_Kertzmann LLC,health_fitness,116.17,Curtis,Young,M,4319 Watson Shoals Suite 658,Falconer,NY,14733,42.1239,-79.1895,3833,Metallurgist,09/10/1970,ade7ed015030a15b4bf265699408ad55,1387118858,41.17777,-79.247756
136,136,109470,28/07/2020 22:32,3520550000000000.0,fraud_Kris-Weimann,misc_net,157.47,Micheal,Walters,M,15315 Vaughn Park Suite 356,Hovland,MN,55606,47.8342,-90.0476,272,Freight forwarder,05/07/2001,b7af74d38f28d3aa30e59d635fc4cff7,1375050753,47.233395,-90.649379
137,137,151845,13/08/2020 07:07,2720430000000000.0,fraud_Cummings Group,grocery_net,102.89,Mark,Wood,M,854 Walker Dale Suite 488,Bowdoin,ME,4287,44.0575,-69.9656,3224,"Engineer, electronics",22/08/1997,bf610129e7ec893a89d74fd639776ffe,1376377675,43.298443,-69.47925
138,138,108490,28/07/2020 17:26,6011680000000000.0,fraud_Beer-Jast,kids_pets,110.22,Kaitlyn,Newman,F,098 Stewart Hill,Slayden,TN,37165,36.2835,-87.4581,70,Prison officer,22/06/1956,afc1cbd8761c6beec4b4e86336667e52,1375032399,37.044173,-86.695104
139,139,412656,30/11/2020 13:31,3541160000000000.0,fraud_Friesen Inc,shopping_pos,147.94,Jason,Singh,M,4720 Anna Ways,Murrayville,IL,62668,39.5723,-90.2379,1512,Commercial/residential surveyor,07/05/2003,9b584561d9613ea80cc266df55a47dc1,1385818285,40.264481,-90.36584
140,140,247449,19/09/2020 20:11,3583790000000000.0,"fraud_Durgan, Gislason and Spencer",home,12.33,Beth,Lambert,F,6447 Johnson Estates Apt. 986,Roosevelt,OK,73564,34.847,-98.9836,551,Amenity horticulturist,27/09/1970,e9b6c6a86ebb3bd3ce9cb12f1e472e87,1379621516,34.210533,-99.031008
141,141,22679,29/06/2020 04:22,4969860000000000.0,fraud_Spencer-Runolfsson,misc_pos,569.51,Jacqueline,Prince,F,27823 Andrew Underpass Suite 948,Metairie,LA,70003,29.9975,-90.2146,137067,Advertising account planner,04/12/1951,457dd9e837368b65662503471cb57544,1372479724,29.511404,-91.112703
142,142,338250,29/10/2020 01:46,30428200000000.0,fraud_Rau and Sons,grocery_pos,69.85,Greg,Villarreal,M,2851 Foster Shoals,Schaefferstown,PA,17088,40.3087,-76.2963,823,Gaffer,02/07/1982,5b57590b4afc8ab2fe1ebfc8964c4408,1383011180,40.382346,-76.935325
143,143,265710,27/09/2020 18:50,180048000000000.0,fraud_Homenick LLC,personal_care,124.55,Mary,Wall,F,2481 Mills Lock,Plainfield,NJ,7060,40.6152,-74.415,71485,Leisure centre manager,19/07/1974,4e62690c9930edc3798e671d1f3b7b2f,1380307818,40.339605,-73.682624
144,144,161038,16/08/2020 23:02,3523840000000000.0,fraud_Osinski Inc,personal_care,18.53,Grace,Williams,F,28812 Charles Mill Apt. 628,Plantersville,AL,36758,32.6176,-86.9475,1412,Drilling engineer,20/11/1970,ad84c97c689e118b679e7dee8ae01db4,1376694149,33.230099,-86.195322
145,145,95653,24/07/2020 18:53,3535810000000000.0,"fraud_Bahringer, Osinski and Block",food_dining,68.83,Matthew,Myers,M,4936 Michelle Points,Tower Hill,IL,62571,39.39,-88.9597,1532,Radio broadcast assistant,09/01/1980,d48b7977fef38b9ab0c9aa4509009e9d,1374691980,39.137555,-88.707883
146,146,545768,29/12/2020 12:38,38530500000000.0,fraud_McDermott-Rice,misc_pos,4.91,Laura,Johns,F,95835 Garcia Rue,Arcadia,SC,29320,34.9572,-81.9916,530,Animal technologist,14/05/1989,404ab948791d5ace8f2e5229ef819ba7,1388320727,34.524566,-81.453444
147,147,442536,07/12/2020 04:54,3512370000000000.0,fraud_Pacocha-O'Reilly,grocery_pos,83.52,Francisco,Kemp,M,9554 Flores Drive,Arnold,MO,63010,38.4305,-90.387,35439,Land/geomatics surveyor,31/03/1985,ec67a692d54cc1171be108f6ee582a92,1386392063,38.728111,-90.184992
148,148,424731,02/12/2020 19:46,4873780000000000.0,fraud_Ernser-Feest,home,112.33,Elizabeth,Maxwell,F,194 Goodman Fall Apt. 569,Burlington,WA,98233,48.4786,-122.3345,14871,Public house manager,10/03/1974,9a616ccf7942f8df9e7c04329a0ff27c,1386013588,49.047143,-122.93237
149,149,487630,16/12/2020 15:37,3573030000000000.0,fraud_Deckow-Dare,food_dining,9.37,Joanne,Williams,F,3638 Marsh Union,Altonah,UT,84002,40.3207,-110.436,302,"Sales professional, IT",17/01/1990,dbe75b0e5c4c20b2a6d9a4be3bbed9b2,1387208277,39.713466,-110.067332
150,150,51773,08/07/2020 23:04,213179000000000.0,fraud_Parker-Kunde,personal_care,36.29,Alan,Colon,M,748 Bryan Fields Suite 935,Riverton,WY,82501,43.0351,-108.2024,19408,"Lecturer, higher education",11/09/1993,02d2aee64e9a940b4bb9de42b4d73ba2,1373324679,43.526459,-108.638449
151,151,199840,30/08/2020 19:39,6011920000000000.0,"fraud_Romaguera, Wehner and Tromp",kids_pets,5.43,William,Johnson,M,50843 Vincent Mission,South Londonderry,VT,5155,43.1699,-72.8515,828,Scientific laboratory technician,30/08/1957,389a0b0864ce743665191941fad62c44,1377891580,43.090441,-73.8306
152,152,52745,09/07/2020 12:03,4302480000000000.0,fraud_Reichel LLC,personal_care,34.95,David,Rodriguez,M,821 Solis Points,Muskegon,MI,49440,43.2326,-86.2492,128715,Historic buildings inspector/conservation officer,25/05/1995,7306e674771e755a90acc1e9378df935,1373371404,42.686422,-85.7385
153,153,365765,10/11/2020 02:39,4658120000000.0,"fraud_Eichmann, Bogan and Rodriguez",gas_transport,82.77,Dwayne,Martinez,M,490 Baldwin Alley Apt. 468,Crownpoint,NM,87313,35.7206,-108.0271,5662,IT consultant,08/04/1989,68426ba2039118b5ac7329cced8e97c6,1384051183,36.214116,-107.859849
154,154,323046,22/10/2020 14:46,6011930000000000.0,fraud_Goyette-Herzog,travel,492.11,Joshua,Cohen,M,426 Mark Ports,Brooklin,ME,4616,44.2541,-68.5565,824,"Loss adjuster, chartered",02/11/1974,86ce8edd0998519f1b7c03575407e359,1382453178,44.405766,-68.368402
155,155,438499,06/12/2020 12:57,3501940000000000.0,"fraud_Towne, Greenholt and Koepp",shopping_net,1.41,Lori,Bishop,F,08056 Alvarado Club Suite 699,Phoenix,AZ,85086,33.8155,-112.1202,1312922,Counselling psychologist,30/11/1999,389056c8b015b7b5b24b22977f044dba,1386334652,34.796936,-112.703972
156,156,114842,31/07/2020 14:39,3567700000000000.0,"fraud_Johnson, Runolfsdottir and Mayer",misc_net,34.16,John,Stevens,M,428 Morgan River,Hudson,NY,12534,42.247,-73.7552,17867,Travel agency manager,29/07/1998,e5fabe38c60a47f6f7f09aeb3085c4d7,1375281578,42.717826,-73.744008
157,157,189927,26/08/2020 16:02,30199600000000.0,fraud_Reichel Inc,entertainment,123.27,Theresa,Powell,F,117 Natasha Vista Suite 936,Leonard,TX,75452,33.4044,-96.2238,4090,Sub,23/03/1977,c6d3ac466d5ea1a0ca3805f515116129,1377532973,34.236825,-97.166382
158,158,169460,19/08/2020 07:54,4788100000000.0,"fraud_Quitzon, Green and Bashirian",shopping_pos,82.41,Kristin,Williams,F,36366 Smith Road,Miamisburg,OH,45342,39.6321,-84.2675,36784,"Investment banker, corporate",31/07/1941,9f62974f858872e082e29996894f6e40,1376898872,39.121659,-84.445004
159,159,454282,09/12/2020 01:02,371985000000000.0,fraud_Kuhic Inc,grocery_pos,158.98,Benjamin,Martin,M,0495 Baker Manors,Oriskany Falls,NY,13425,42.9576,-75.4838,1970,"Programmer, multimedia",09/06/1949,6ab4a3dfa6057e6dbc35e71efefd0cf3,1386550953,43.16615,-74.870371
160,160,58306,11/07/2020 19:48,4509920000000000.0,fraud_Schuppe-Schuppe,food_dining,3.57,Monica,West,F,22084 Smith Roads Suite 776,Hurley,SD,57036,43.2893,-97.1904,811,Neurosurgeon,28/03/1972,0afb70e222827467451a35f6f0b81d20,1373572102,43.495938,-96.349067
161,161,473682,14/12/2020 01:13,345934000000000.0,"fraud_Kutch, Hermiston and Farrell",gas_transport,64.36,Carol,Dillon,F,27479 Reeves Dale,Whaleyville,MD,21872,38.4121,-75.2811,718,Regulatory affairs officer,19/03/1985,92524dd3275cb7dc2fc33d9cfd666f44,1386983590,39.385579,-75.361201
162,162,228345,11/09/2020 07:35,4149640000000.0,fraud_Rutherford-Mertz,grocery_pos,76.87,Samuel,Farrell,M,428 Michael Tunnel Apt. 377,Cleveland,AL,35049,33.9778,-86.5598,3996,Aid worker,14/06/1977,4648dbfd39e2ff38c4d1d4a95655e108,1378884911,34.726989,-85.759339
163,163,104702,27/07/2020 18:21,213161000000000.0,"fraud_Swaniawski, Nitzsche and Welch",health_fitness,86.14,Alyssa,Morgan,F,622 Robin Run Suite 764,Gadsden,AL,35901,34.048,-85.9246,67082,Physiological scientist,09/02/1963,a852c78a2b9ed868418669a10dec21b9,1374949312,33.234528,-85.610587
164,164,544768,29/12/2020 07:59,60423098130.0,fraud_Bernhard Inc,gas_transport,59.72,Jason,Gray,M,875 Amy Point,Amorita,OK,73719,36.9412,-98.2458,83,Barrister's clerk,28/07/1958,4b8c06023b92950b4fefbb73f3c0956f,1388303973,36.768543,-97.798659
165,165,69603,14/07/2020 21:48,344710000000000.0,fraud_Bins-Tillman,entertainment,84.51,Joanna,Hudson,F,2924 Bobby Trafficway,Sebring,FL,33872,27.4703,-81.4872,50835,Environmental consultant,30/01/1986,0ce85caedfedeeb8aa010a0c1a2752f3,1373838532,27.171928,-81.214749
166,166,551694,30/12/2020 19:54,4900630000000.0,fraud_Buckridge PLC,misc_pos,85.29,Michael,Johnson,M,094 Owens Underpass,Norwalk,CA,90650,33.9056,-118.0818,105549,Firefighter,22/09/1973,dc93ae1d9a93805a71c5271ee17de611,1388433246,33.389971,-117.293584
167,167,3510,22/06/2020 11:25,213142000000000.0,fraud_Erdman-Kertzmann,gas_transport,63.75,Margaret,Curtis,F,742 Oneill Shore,Florence,MS,39073,32.153,-90.1217,19685,Fine artist,24/12/1984,63f1d3bd697c32f884d9f0d4623458cb,1371900319,31.435622,-89.759894
168,168,378128,15/11/2020 23:20,6534630000000000.0,fraud_Volkman Ltd,misc_net,7.49,Christine,Harris,F,29606 Martinez Views Suite 653,Hinesburg,VT,5461,44.3346,-73.098,4542,Claims inspector/assessor,19/03/1998,b9e1114ba4ccfad2e33950c7f9c4b7a4,1384557609,44.8535,-72.641464
169,169,116568,01/08/2020 09:18,4.31137e+18,"fraud_Bins, Balistreri and Beatty",shopping_pos,1.83,Phillip,Delacruz,M,26678 Lisa Locks Apt. 904,Iliff,CO,80736,40.7692,-103.0968,648,Community arts worker,21/09/1969,f589a3b9237623c6905931ebafafabc3,1375348713,40.134207,-102.232322
170,170,307313,15/10/2020 17:42,4198470000000.0,"fraud_Langosh, Wintheiser and Hyatt",food_dining,198.96,Christie,Williamson,F,519 Jerry Views,Avoca,IA,51521,41.4768,-95.3509,2036,Engineering geologist,20/08/1971,d83df78def001dcd8c5b352ee4ae6cb6,1381858953,42.151016,-95.701399
171,171,401448,25/11/2020 21:21,180046000000000.0,"fraud_Romaguera, Cruickshank and Greenholt",shopping_net,983.38,Erica,Walker,F,084 Holmes Avenue Suite 206,Stayton,OR,97383,44.8021,-122.7624,9587,"Engineer, biomedical",24/03/1968,539e8bca3e46005290122ad5a6db335d,1385414493,45.402624,-122.059475
172,172,404687,27/11/2020 18:55,2235610000000000.0,fraud_Kilback LLC,food_dining,2.05,Melissa,Mcclure,F,2027 Snyder Track,Manville,WY,82227,42.73,-104.7024,241,Educational psychologist,16/12/1980,63d1df55d811558a5bfb8a70b954a60a,1385578528,43.552698,-104.498022
173,173,235884,14/09/2020 12:51,180049000000000.0,fraud_Skiles LLC,home,70.8,Michael,Flores,M,70761 Fitzpatrick Brooks Suite 631,Saxon,WI,54559,46.4959,-90.4383,795,Television/film/video producer,15/04/1986,38f514b9f2394e44ed91afdbcab891ca,1379163114,45.793252,-90.362488
174,174,67582,14/07/2020 11:19,501831000000.0,fraud_Murray-Smitham,grocery_pos,99.99,Corey,Jones,M,709 George Underpass Apt. 080,West Decatur,PA,16878,40.9493,-78.3129,1762,Armed forces logistics/support/administrative officer,04/05/1962,701c7486c7bc4c6a11cee3cafb09f1e7,1373800790,41.06373,-78.544399
175,175,482989,15/12/2020 14:36,4981130000000.0,"fraud_McCullough, Hudson and Schuster",food_dining,3.41,Joseph,Spencer,M,7854 Stephanie Island Suite 788,Holloway,OH,43985,40.0113,-80.9701,128,Child psychotherapist,03/04/1946,c27b5a2428ad59b710a92b3de58f69da,1387118179,40.492078,-81.023922
176,176,313058,18/10/2020 14:28,372520000000000.0,fraud_Cole PLC,grocery_pos,78.28,Lori,Ramirez,F,4293 Ramirez Squares,Ranier,MN,56668,48.6031,-93.2977,136,Ceramics designer,20/02/2000,90370c74142dbdd11ab6d7a7dddbbc18,1382106538,49.484629,-92.843575
177,177,435357,05/12/2020 20:13,38797400000000.0,"fraud_Cormier, Stracke and Thiel",entertainment,70.45,Andrew,Tucker,M,583 Gray Creek,Oak Hill,NY,12460,42.4069,-74.1528,277,Glass blower/designer,12/12/1971,eeda41b87f0dd9b3d36d043e00ac56be,1386274392,42.713704,-74.257078
