Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long
106824,28/07/2020 07:32,4642260000000000.0,fraud_Rutherford-Mertz,grocery_pos,100.97,Sabrina,Johnson,F,320 Nicholson Orchard,Thompson,UT,84540,38.9999,-109.615,46,"Surveyor, minerals",23/04/1987,b5d2622e2e5a3145569123e5f6f78dd1,1374996757,39.276989,-109.456337
204331,31/08/2020 22:26,30561200000000.0,fraud_Klocko LLC,misc_net,1.88,Gina,Morrison,F,41851 Victor Drives Suite 219,Allentown,PA,18103,40.5891,-75.4645,166081,"Scientist, research (maths)",01/10/1998,2d9df5dc81771d83a257b3601c392e6d,1377988011,41.466265,-76.41003
457310,10/12/2020 01:21,343473000000000.0,"fraud_Raynor, Reinger and Hagenes",gas_transport,48.25,Gloria,Wallace,F,234 Bridges Wells Apt. 389,Center Tuftonboro,NH,3816,43.6849,-71.2551,1368,"Optician, dispensing",05/08/1971,0422bc736b5218ef865a017c5159fc50,1386638479,43.196562,-70.516686
511618,21/12/2020 23:44,30501600000000.0,fraud_Kutch-Wilderman,home,14.32,Amanda,Smith,F,180 Graves Shore,Scotia,SC,29939,32.6786,-81.2455,302,Magazine features editor,04/05/1973,8b6a4c3d4e004395bfe94a4b635f1f6c,1387669466,32.171981,-80.476717
2348,22/06/2020 02:43,30487600000000.0,"fraud_Zboncak, Rowe and Murazik",shopping_net,30.31,Stephanie,Crane,F,144 Martinez Curve,Central,IN,47110,38.097,-86.1723,350,Counsellor,05/01/1955,7ad708764d30eac8a8dc61fce2b911b8,1371868984,37.71882,-85.669841
499474,19/12/2020 21:51,630452000000.0,fraud_Altenwerth-Kilback,home,23.44,Rachel,Daniels,F,561 Little Plain Apt. 738,Wetmore,MI,49895,46.3535,-86.6345,765,Immunologist,12/06/1972,30fd1c678e98b0a0ceaabc361d454206,1387489904,45.484984,-86.783885
417930,01/12/2020 08:43,6011380000000000.0,fraud_Simonis-Prohaska,misc_pos,59.37,Martin,Duarte,M,6251 Payne Flats Apt. 581,Luzerne,MI,48636,44.6001,-84.2931,864,General practice doctor,04/05/1942,8a25892219e4c07094917e812fa01b91,1385887386,43.851809,-83.379642
459336,10/12/2020 16:31,4079770000000.0,fraud_Kihn-Schuster,food_dining,284.73,Eric,Preston,M,7020 Doyle Stream Apt. 951,Mesa,ID,83643,44.6255,-116.4493,129,Cartographer,15/12/1965,9e74471512bf62eaee9ed3fb36000ca3,1386693069,45.228929,-116.929256
393912,22/11/2020 23:21,4342530000000000.0,"fraud_Effertz, Welch and Schowalter",entertainment,47.54,Kevin,Elliott,M,1852 Vincent Isle Suite 328,Newark Valley,NY,13811,42.2281,-76.1625,4354,Further education lecturer,16/02/1994,c0f052c4db16794a4fb913a99af4a7d7,1385162463,42.017938,-76.296434
354715,05/11/2020 12:14,4.81084e+18,fraud_Swift PLC,kids_pets,60.41,Carolyn,Perez,F,433 Blake Roads Suite 967,Wheaton,MO,64874,36.7651,-94.0492,760,Production manager,31/08/1985,5ec20c1aef7c6cb0a1e713e2c97ed606,1383653640,35.984736,-93.780625
548496,29/12/2020 21:21,4.59974e+18,fraud_Kub-Heaney,health_fitness,3.7,Mary,Myers,F,39787 Pamela Fall Suite 639,Tiptonville,TN,38079,36.3846,-89.4649,5577,Geochemist,30/12/1964,5ef3a42c1df4a5017a0464c92162d61e,1388352115,37.249588,-89.55592
379544,16/11/2020 12:45,3554850000000000.0,"fraud_Roberts, Ryan and Smith",personal_care,27.94,John,Hudson,M,886 Nicole Key,Stillwater,OK,74074,36.1043,-97.0609,55345,Cabin crew,01/05/1948,02c287ee87a45954461e0c8f50bbca9a,1384605955,35.376112,-96.518288
412744,30/11/2020 13:47,4653880000000000.0,"fraud_Roberts, Ryan and Smith",personal_care,2.06,Monica,Tucker,F,302 Christina Islands,Smiths Grove,KY,42171,37.0581,-86.1938,6841,"Therapist, sports",06/06/1999,958a49153b32a923b69583c37f8000e2,1385819223,36.071324,-87.106786
437161,06/12/2020 05:50,343669000000000.0,"fraud_Schoen, Kuphal and Nitzsche",grocery_pos,81.74,Sally,Moore,F,835 Reese Views Suite 884,Hopkins,SC,29061,33.9349,-80.8449,13717,Chiropodist,16/11/1949,2913eee991bce8caca7b6f42b49880ca,1386309000,32.975884,-80.533026
82516,20/07/2020 04:09,180065000000000.0,fraud_Stoltenberg-Beatty,shopping_pos,4.37,Krystal,Gamble,F,47152 Clayton Burg,Manchester,MD,21102,39.6747,-76.8941,11751,Clinical research associate,15/02/1964,1bab7fa9d6a1d067df532cf0b0f1a820,1374293371,39.932533,-76.110281
8061,23/06/2020 14:25,3568740000000000.0,fraud_Lubowitz-Walter,kids_pets,48.31,Thomas,Cross,M,7566 Thompson Creek Apt. 827,Elkhart,IA,50073,41.8114,-93.4855,1195,Trading standards officer,13/03/1974,549f1ce876641e3e91a920127a04b5d2,1371997510,41.223037,-93.9368
293537,09/10/2020 21:52,30238800000000.0,fraud_Wuckert-Goldner,home,50.97,Danielle,Yu,F,5395 Colon Burgs Suite 037,Thrall,TX,76578,30.592,-97.2893,1766,Press sub,02/01/1976,bcec374aee8853e208d49a355fdd78c5,1381355566,30.619978,-96.889947
42099,06/07/2020 00:24,4450830000000000.0,fraud_Sporer Inc,gas_transport,47.09,Donna,Davis,F,6760 Donovan Lakes,Clayton,OK,74536,34.5906,-95.38,1760,Occupational psychologist,20/01/1972,e403c6261d01fcf3fc315153fb3676b3,1373070243,33.689105,-94.972968
501791,20/12/2020 11:06,36722700000000.0,fraud_Mraz-Herzog,gas_transport,92.57,Jessica,Perez,F,8172 Robertson Parkways Suite 072,Superior,AZ,85173,33.2887,-111.0985,2872,Petroleum engineer,28/10/1987,ddf24f9cfb000a900aa823873ea63b4b,1387537581,33.045566,-111.953431
131628,06/08/2020 03:09,501883000000.0,fraud_Kris-Weimann,misc_net,3.23,Melissa,Phillips,F,5069 Scott Pass Apt. 654,Meadville,MS,39653,31.4285,-90.8578,2799,"Therapist, horticultural",21/01/1961,8a51d356ae9c015fd557136d1f359c4b,1375758559,32.233788,-91.64617
512873,22/12/2020 05:48,4.2554e+18,fraud_Lebsack and Sons,misc_net,6.85,George,Smith,M,7377 Walton Extensions Apt. 979,Dallas,TX,75236,32.69,-96.9177,1263321,"Designer, interior/spatial",27/09/1952,4b4542d957791246401b9592d4ec3be2,1387691301,32.056829,-96.150894
163550,17/08/2020 16:13,3531130000000000.0,fraud_Cartwright PLC,kids_pets,74.88,Shelby,Mitchell,F,974 Cindy Stream,Brandon,VT,5733,43.8065,-73.0882,5895,"Scientist, marine",13/07/1975,54bb5ed73eb695849aa137440f2425a5,1376756033,43.176179,-72.562524
203161,31/08/2020 16:47,213157000000000.0,"fraud_Reichert, Rowe and Mraz",shopping_net,7.92,Adam,Santos,M,725 Jo Trace Apt. 102,Glendale,CA,91206,34.1556,-118.2322,172817,Advertising account planner,30/07/1982,4f3ecff06c8247299237d2b1224b4e1a,1377967624,34.533912,-118.594522
30056,30/06/2020 23:59,4.99235e+18,fraud_Romaguera Ltd,health_fitness,4.53,Benjamin,Kim,M,920 Patrick Light,Mc Nabb,IL,61335,41.173,-89.2187,532,Audiological scientist,09/01/1956,ac801c564851bdb78d526fb489027c1b,1372636790,40.978263,-88.725588
222208,08/09/2020 06:37,375849000000000.0,fraud_Vandervort-Funk,grocery_pos,134.19,Dale,Smith,M,25036 Contreras Turnpike Suite 270,Purmela,TX,76566,31.4841,-97.9903,258,Web designer,15/12/1943,a180175d1fc8e1de35f892da1da0b74b,1378622255,31.85274,-98.960979
146066,11/08/2020 03:11,3575790000000000.0,"fraud_Rowe, Batz and Goodwin",grocery_pos,91.23,Lindsay,Wilson,F,7618 Gonzales Mission,Centerview,MO,64019,38.7897,-93.8702,2368,Electronics engineer,17/07/1989,d21dc48083133c94a05795f31ec5347a,1376190686,38.843284,-93.166827
35243,03/07/2020 15:38,3551220000000000.0,fraud_Bins-Howell,personal_care,17.22,Sara,Harris,F,597 Jenny Ford Apt. 543,Tupper Lake,NY,12986,44.232,-74.4905,6120,Chartered loss adjuster,09/10/1976,7260a4a53701744a755968e8a73904b1,1372865892,45.107848,-74.37068
419589,01/12/2020 15:12,676118000000.0,fraud_Goyette-Gerhold,kids_pets,43.83,Katelyn,Wise,F,674 Maureen Summit Apt. 276,Scotts Mills,OR,97375,44.9897,-122.6187,1252,"Engineer, petroleum",06/02/1937,a7fb5e052ed848a576b5d0d762ff6313,1385910728,45.393301,-123.511128
263941,27/09/2020 02:50,4048510000000000.0,fraud_Spinka Inc,grocery_net,54.46,Cheryl,Melton,F,5053 Bell Crescent Apt. 255,Fullerton,NE,68638,41.366,-98.0054,1749,"Surveyor, mining",07/05/1973,5faff99b6a6e609983619549b3b55def,1380250209,40.979761,-98.942213
389384,20/11/2020 22:36,3586010000000000.0,"fraud_Zboncak, Rowe and Murazik",shopping_net,82.59,Crystal,Fuller,F,000 Jennifer Mills,Issaquah,WA,98027,47.4974,-122.0107,50489,Osteopath,29/02/1984,023506ddd6c9e2ff13133e4e21141b14,1384986995,47.348053,-122.545386
34859,03/07/2020 12:01,2266740000000000.0,"fraud_Witting, Beer and Ernser",home,25.84,Carlos,Chung,M,8957 Russell Key,Grant,AL,35747,34.4959,-86.259,5901,Curator,25/07/1972,e3e819dc99b62a570c97de53ca468415,1372852900,33.567017,-86.658574
448987,08/12/2020 04:36,3547570000000000.0,fraud_Bartoletti-Wunsch,gas_transport,80.9,Jacob,Patel,M,54822 Hill Forks,Dieterich,IL,62424,39.0319,-88.4074,2092,"Psychologist, clinical",30/04/1962,17ab71d84510b2eacb07f1a35bc21ce4,1386477396,38.137763,-89.295607
353411,04/11/2020 16:09,30118400000000.0,fraud_Gerhold LLC,home,46.99,Jared,Velazquez,M,01479 Murray Circle,Matawan,NJ,7747,40.4109,-74.238,30770,Drilling engineer,29/04/1993,958031cc570e6ed1a7f8d42c6b042156,1383581366,41.102096,-73.259053
111703,30/07/2020 01:49,377550000000000.0,fraud_Morissette PLC,shopping_pos,8.38,Kevin,Walters,M,87227 Tapia Burgs,Auburn,ME,4210,44.0948,-70.239,23045,Tourist information centre manager,02/09/1958,a482e6dd0048c5c46a8426bf21d3ab0c,1375148963,44.218825,-71.090726
214034,05/09/2020 05:45,6597890000000000.0,fraud_Bailey-Morar,grocery_pos,120.44,Bill,Lane,M,4725 Hurst Curve Apt. 634,Holliday,TX,76366,33.6751,-98.6576,2317,Chief Technology Officer,23/08/1964,a55f1e6589b5227524a5e3d0e4da3970,1378359945,33.90831,-99.169411
72417,16/07/2020 07:59,4.35814e+18,fraud_Rutherford-Mertz,grocery_pos,84.65,Dawn,Stephens,F,91542 Marissa Shores Apt. 053,Oran,IA,50664,42.7012,-92.0762,53,Sports administrator,05/10/1972,fad5b4f3e0003d7a59f5be69eb753ea5,1373961587,42.425426,-92.360708
321159,21/10/2020 09:53,4169760000000000.0,fraud_Ledner-Pfannerstill,gas_transport,55.6,Jamie,Carr,F,55363 Aaron Circle Suite 450,Lawn,PA,17041,40.2236,-76.538,213,Special educational needs teacher,15/02/1972,64ed42d005aec7192181cfc4bab36112,1382349199,39.513597,-76.998282
319888,20/10/2020 19:16,180043000000000.0,"fraud_Effertz, Welch and Schowalter",entertainment,2.21,Charles,Robles,M,3337 Lisa Divide,Saint Petersburg,FL,33710,27.7898,-82.7243,341043,"Engineer, land",28/02/1989,457c34c64dc0417f291780ee5ba0ed24,1382296604,27.224546,-83.325756
51173,08/07/2020 16:24,30551600000000.0,fraud_Dietrich-Fadel,health_fitness,107.38,Morgan,Smith,F,1441 Bradley Place,Grover,NC,28073,35.1836,-81.4552,5621,Toxicologist,14/11/1973,f003e593d9961cd52afcb3c5b960391f,1373300688,35.692312,-82.272412
292311,09/10/2020 07:34,630423000000.0,fraud_Harris Inc,gas_transport,65.44,Stephanie,Gill,F,43039 Riley Greens Suite 393,Orient,WA,99160,48.8878,-118.2105,149,Special educational needs teacher,21/06/1978,830a328e9d427d1140acd4d329b0bda3,1381304082,48.655615,-118.41248
492262,17/12/2020 23:40,4952580000000000.0,fraud_Dare-Gibson,health_fitness,59.0,Patricia,Rodriguez,F,386 Randolph Throughway,Warren,OH,44483,41.2639,-80.8164,75903,Magazine features editor,05/04/1957,c3f7764dd6b9880f0d7e84ec320b432c,1387323650,41.449008,-81.557238
233155,13/09/2020 14:20,3545110000000000.0,fraud_Kihn Inc,shopping_pos,1.5,Keith,Sanders,M,8030 Beck Motorway,Moorhead,MS,38761,33.4783,-90.5142,2870,Chartered public finance accountant,05/03/1999,35c6313148e5c402a630c85623435232,1379082047,33.61112,-89.552986
97203,25/07/2020 12:57,2703190000000000.0,fraud_Ratke and Sons,health_fitness,40.84,Jennifer,Banks,F,561 Perry Cove,Moravian Falls,NC,28654,36.0788,-81.1781,3495,"Psychologist, counselling",09/03/1988,db86a5c74fa427105e88f3601ce44ee5,1374757072,36.625139,-82.098228
138644,09/08/2020 03:50,4476840000000.0,fraud_Wolf Inc,grocery_pos,305.37,Steven,Walters,M,3206 Hall Divide Suite 282,Woodville,AL,35776,34.6689,-86.2296,3395,"Editor, commissioning",21/01/1979,db169215fd91b3ce34cb0bbab4b78059,1376020215,34.639257,-85.256179
20453,28/06/2020 15:01,3583790000000000.0,fraud_Hills-Witting,shopping_net,9.8,Beth,Lambert,F,6447 Johnson Estates Apt. 986,Roosevelt,OK,73564,34.847,-98.9836,551,Amenity horticulturist,27/09/1970,f9294a20b1b152c55b35f8c4b2f00133,1372431663,34.574569,-98.174528
371552,12/11/2020 20:51,4951650000000000.0,fraud_Haley Group,misc_pos,1.53,Kimberly,Miller,F,75533 Tamara Valleys,Logan,IL,62856,37.9943,-88.9417,324,"Scientist, research (physical sciences)",15/06/1976,9d545e9d9e3ec82447537f35e06e112a,1384289516,37.926278,-89.091184
241639,16/09/2020 14:23,374498000000000.0,fraud_Dare-Gibson,health_fitness,11.89,Linda,Hurst,F,31701 Tucker Square Suite 893,Wilton,ND,58579,47.1709,-100.7944,1190,"Designer, ceramics/pottery",30/06/1948,1287a6336a0b6f934d6d10d5ac40f04e,1379341388,46.491922,-99.814323
395705,23/11/2020 14:57,4839040000000000.0,fraud_Hamill-Daugherty,misc_net,39.24,Meredith,Campbell,F,043 Hanson Turnpike,Hedrick,IA,52563,41.1826,-92.3097,1583,Geochemist,28/06/1999,fc34bb335c7c22a7db7f6d166297646f,1385218675,41.467008,-92.884283
353334,04/11/2020 15:13,30143700000000.0,fraud_Breitenberg-Hermiston,kids_pets,67.46,Nicholas,Thornton,M,5270 Megan Burg Suite 756,Halma,MN,56729,48.6669,-96.5969,140,"Embryologist, clinical",06/01/1942,607a61aac11e1d0a3db934c79b7812eb,1383577999,49.327238,-96.235739
278928,03/10/2020 15:49,4149240000000000.0,"fraud_Dare, Casper and Bartoletti",kids_pets,48.11,Tanner,Carroll,M,494 Burke Ports,Cokeburg,PA,15324,40.1008,-80.0652,632,Dealer,08/04/1989,6fb4434ad5f060eef47d8c52bd602520,1380815354,39.196442,-79.92537
325236,23/10/2020 18:38,4452370000000000.0,"fraud_Swaniawski, Nitzsche and Welch",health_fitness,20.65,Linda,Davis,F,6602 Ortiz Pine Apt. 179,Blooming Grove,TX,76626,32.0758,-96.701,1563,Financial adviser,04/03/1978,df85875ba685f02ef58cfdd1ce552cda,1382553487,32.716092,-96.534161
85205,20/07/2020 19:50,5540640000000000.0,fraud_Prosacco LLC,personal_care,69.81,Kenneth,Foster,M,329 Michael Extension,Lawrence,MA,1843,42.6911,-71.1605,76383,Geoscientist,04/04/1985,4a722e009fd18ff76fe3d2e7f1f43cb3,1374349840,42.543738,-71.357404
493463,18/12/2020 08:52,30546500000000.0,fraud_Morissette LLC,entertainment,6.3,Nicholas,Tran,M,672 Randall Burg Suite 551,Belmont,NH,3220,43.4512,-71.489,7430,"Scientist, research (medical)",13/01/1955,b30150e2f6f956baae5f268915cbeb2f,1387356730,44.099934,-71.337092
44626,06/07/2020 16:30,3595110000000000.0,"fraud_Hoppe, Harris and Bednar",entertainment,111.25,Jeffery,Sanders,M,5278 Sarah Station Apt. 009,Cardwell,MO,63829,36.0434,-90.2907,1120,Television floor manager,17/04/1957,7517b0f05f23788fae00941c28b05f81,1373128222,36.567432,-90.486686
101439,26/07/2020 21:28,2348250000000000.0,fraud_Crooks and Sons,personal_care,105.7,Justin,Gay,M,268 Hayes Rue Suite 811,Harborcreek,PA,16421,42.1767,-79.9416,2518,Event organiser,02/02/1946,335140add292662ea3c57ccd76adce11,1374874124,42.528572,-79.32793
128989,04/08/2020 21:02,30442400000000.0,"fraud_Mueller, Gerhold and Mueller",health_fitness,48.42,Linda,Sanchez,F,6574 William Hill Apt. 375,Jermyn,PA,18433,41.5744,-75.5881,6508,Training and development officer,22/06/1981,b2fd1f5e531b6ffba72c292aa2273c04,1375650135,42.037295,-75.551603
491465,17/12/2020 19:11,30371000000000.0,fraud_Kihn-Fritsch,food_dining,21.71,Robert,James,M,92021 Miranda Meadows,Tamaroa,IL,62888,38.138,-89.2231,2135,"Development worker, community",31/01/1961,d98bc44bbb432397e4ea2ada7ddf623b,1387307488,38.573198,-89.700211
530445,26/12/2020 18:24,347073000000000.0,fraud_Jakubowski Inc,home,85.55,Ryan,Johnson,M,40178 Lisa Mission,Alva,WY,82711,44.6873,-104.4414,110,"Administrator, local government",16/05/1973,11dadd1dfbc5871b55e42c9a9fd2c33a,1388082292,43.860571,-105.188284
524465,25/12/2020 03:24,180011000000000.0,fraud_Goodwin-Nitzsche,grocery_pos,93.5,Craig,Dunn,M,721 Jacqueline Brooks,New Boston,IL,61272,41.2153,-90.9879,1504,Manufacturing engineer,05/10/1993,125ed845a1a1b643aad070bbbe8a1ebe,1387941860,40.587571,-90.777709
379726,16/11/2020 13:46,4266200000000000.0,fraud_Goyette-Gerhold,kids_pets,168.0,Joshua,Bryant,M,5452 Patricia Inlet Apt. 280,Nelson,NE,68961,40.201,-98.0684,732,Television/film/video producer,13/12/1956,d4da75ec39208cd338e563d78add24f2,1384609591,39.270579,-97.821933
72232,16/07/2020 05:12,2248740000000000.0,fraud_Kassulke PLC,shopping_net,6.02,Jacob,Weber,M,29156 Mark Park Apt. 108,Utica,KS,67584,38.6411,-100.138,269,Product/process development scientist,11/11/1962,b9efa8d498c7bf915f7617048d690478,1373951574,39.056985,-99.566993
262060,26/09/2020 04:04,2318060000000000.0,fraud_Dickinson Ltd,misc_pos,82.36,William,Martinez,M,0207 Griffith Plains Apt. 544,Louisiana,MO,63353,39.4336,-91.0664,4593,"Teacher, early years/pre",11/11/1940,211843b06f5593bc220abb2c5166fbd8,1380168257,40.283782,-90.513546
210033,03/09/2020 00:35,180065000000000.0,fraud_Ruecker Group,misc_net,11.4,Krystal,Gamble,F,47152 Clayton Burg,Manchester,MD,21102,39.6747,-76.8941,11751,Clinical research associate,15/02/1964,d612066186e422d36b860256350fb886,1378168535,39.072693,-75.98672
445863,07/12/2020 17:27,3553630000000000.0,fraud_Turcotte-Halvorson,misc_pos,45.06,Sharon,Johnson,F,7202 Jeffrey Mills,Conway,WA,98238,48.34,-122.3456,85,"Research officer, political party",01/09/1984,a218b84e5cce811e1a6381c244826313,1386437241,49.006419,-123.210229
411397,30/11/2020 08:23,3597340000000000.0,fraud_Fisher-Schowalter,shopping_net,23.7,Linda,Gonzalez,F,17667 Price Spur Apt. 366,Glen Rock,PA,17327,39.7813,-76.7477,7565,Insurance claims handler,08/03/1952,872537ac6dd3c7f6520fac5f3647abbd,1385799822,38.8687,-77.656752
21811,28/06/2020 22:41,213191000000000.0,fraud_Bernier and Sons,kids_pets,27.83,Thomas,Sullivan,M,464 Newman Crossroad,Milwaukee,WI,53228,42.9676,-88.0434,817312,"Accountant, chartered public finance",18/03/2004,32471e2bea900e3b82f5317a01cc6550,1372459283,43.615379,-87.916843
399612,24/11/2020 20:19,6011440000000000.0,fraud_O'Connell-Ullrich,home,28.33,Allison,Allen,F,40624 Rebecca Spurs,De Witt,AR,72042,34.2853,-91.3336,5161,Electrical engineer,08/04/1993,32ff00fdb1b988af801e11acde191f7b,1385324340,34.677133,-91.873529
151432,13/08/2020 01:03,4570640000000000.0,fraud_Conroy-Cruickshank,gas_transport,65.08,Christine,Leblanc,F,5097 Jodi Vista Suite 811,Deltona,FL,32725,28.8989,-81.2473,88735,Commercial horticulturist,09/04/1988,fbff0b36906aa3a26df8019f61910ff4,1376355797,28.375212,-80.906856
231261,12/09/2020 19:02,180069000000000.0,fraud_Breitenberg-Hermiston,kids_pets,107.4,William,Hunter,M,5036 Victoria Ports Suite 249,Emporium,PA,15834,41.5177,-78.2536,4533,Public affairs consultant,01/11/1969,66d2c9541b295dbabcdaa2d1d2bb5d4d,1379012552,42.16145,-77.94805
553095,31/12/2020 07:06,30290600000000.0,"fraud_Armstrong, Walter and Gottlieb",food_dining,40.68,John,Clarke,M,27909 Peter Motorway,Cadiz,KY,42211,36.802,-87.8286,13422,Commissioning editor,03/09/1961,bf7b05a804da89ae27345a8844268081,1388473569,35.9473,-87.044052
100133,26/07/2020 13:53,4809700000000.0,"fraud_Haley, Batz and Auer",health_fitness,44.98,Sabrina,Nolan,F,312 Eric Expressway Apt. 014,Phenix City,AL,36869,32.4204,-85.0796,59744,Chemical engineer,07/02/1984,b8193237d117b1367d6897d7eaffabb8,1374846784,31.660588,-85.511617
429069,04/12/2020 03:28,2222000000000000.0,fraud_Deckow-O'Conner,grocery_pos,96.01,Susan,Hernandez,F,2193 Osborne Run Apt. 789,Moro,IL,62067,38.9318,-89.9618,2401,"Buyer, industrial",03/01/1972,62d3b01c8ba0fa93a39d4485f7abb533,1386127697,39.031085,-89.361048
99462,26/07/2020 08:50,2657850000000000.0,"fraud_Hoppe, Harris and Bednar",entertainment,2.45,Alan,Howard,M,04139 Johnson Prairie Suite 401,Detroit,MI,48206,42.3749,-83.1087,673342,Trading standards officer,01/11/1946,1b4bf3cad61fcbef6cb869500f4cdc13,1374828609,42.119599,-83.890308
24758,29/06/2020 17:11,3533740000000000.0,fraud_Friesen Ltd,health_fitness,17.73,Robert,Haynes,M,857 Aaron Circles Suite 398,Johns Island,SC,29455,32.8357,-79.8217,20478,Materials engineer,04/06/1997,ff42c4ad6ef89f1d8ccfe75fc4b7e6b6,1372525898,33.125556,-79.912231
12857,25/06/2020 13:18,4.85549e+18,fraud_Dare-Marvin,entertainment,82.75,Jeremy,Roberson,M,25887 Martin Inlet,Graniteville,VT,5654,44.1554,-72.4847,970,Agricultural consultant,29/09/1993,4d965b9860c16122a174ae439e25fc27,1372166332,43.391296,-72.925988
291441,08/10/2020 19:14,4260130000000.0,fraud_Lind-Buckridge,entertainment,60.1,Whitney,Gallagher,F,0374 Courtney Islands Apt. 400,Deane,KY,41812,37.2409,-82.7696,230,"Conservation officer, historic buildings",04/08/1997,487e2355c628ad0388c77a5f7d3f6fc8,1381259689,37.553484,-82.766758
145025,10/08/2020 20:57,30093000000000.0,fraud_Schuppe-Schuppe,food_dining,43.77,Jessica,Terry,F,6412 Elizabeth Gardens Suite 633,Maysville,KY,41056,38.6207,-83.8067,14228,Advertising account executive,26/03/1971,867f72a794f8164740b5fd9ebcf95d2d,1376168263,37.966237,-83.786991
348222,02/11/2020 16:44,577589000000.0,fraud_Jacobi and Sons,shopping_pos,148.01,James,Strickland,M,25454 Leonard Lake,Spring Church,PA,15686,40.6153,-79.4545,972,Public relations account executive,23/10/1997,8c657f02fe2a7a4e97c246fa8a719c38,1383410677,40.998086,-79.461764
513427,22/12/2020 08:29,36721400000000.0,fraud_Corwin-Collins,gas_transport,63.57,Cesar,Smith,M,901 Ariel Points,Jefferson,NY,12093,42.4999,-74.6117,1666,Diagnostic radiographer,01/07/1968,38006e1d41273159916fcb3d657e0ce0,1387700956,43.03918,-74.090115
38956,05/07/2020 03:13,4727240000000000.0,fraud_Bernhard Inc,gas_transport,57.87,Mary,Lewis,F,118 Justin Extension,Bay Minette,AL,36507,30.8635,-87.7644,19090,Science writer,30/05/1929,bc007f17d515773de2366fc3781da357,1372994027,30.90262,-88.680892
283108,05/10/2020 06:04,6592070000000000.0,"fraud_Johnston, Nikolaus and Maggio",grocery_net,66.97,Amanda,Molina,F,8425 Daniel Knolls Suite 288,Philadelphia,PA,19154,40.0897,-74.9781,1526206,Commercial horticulturist,23/05/1972,d3cc9c365bf2f12376ce53fbc244560d,1380953064,39.20194,-74.780147
134812,07/08/2020 15:37,4.7614e+18,"fraud_Goyette, Howell and Collier",shopping_pos,4.62,Diana,Jacobs,F,69608 Perez Mountain Apt. 006,Viola,AR,72583,36.3924,-91.9932,1679,Psychiatric nurse,02/05/1986,55c60846b62d16301fdf5f657f27e05e,1375889871,35.54858,-91.872616
162788,17/08/2020 12:28,377234000000000.0,"fraud_Pouros, Walker and Spencer",kids_pets,31.75,Theresa,Blackwell,F,43576 Kristina Islands,Shenandoah Junction,WV,25442,39.3716,-77.8229,1925,Systems developer,14/02/1966,41b316edbfb276d52d811719081ddc61,1376742488,40.229449,-78.160178
381220,16/11/2020 22:50,213153000000000.0,fraud_Christiansen-Gusikowski,misc_pos,9.72,Rebecca,Conley,F,181 Moreno Light Apt. 215,Tomahawk,WI,54487,45.4963,-89.7273,9594,Seismic interpreter,23/11/1997,c89e9dd4e599bb139882c5f9e1772f91,1384642230,46.258764,-89.183524
107193,28/07/2020 10:10,348790000000000.0,fraud_Kihn Inc,shopping_pos,7.19,Megan,Murphy,F,53696 Laura Radial,Holstein,NE,68950,40.4542,-98.6538,331,Telecommunications researcher,19/08/1950,3b06d6ba136fd17374f4cc6cbe77c4cd,1375006229,41.445074,-99.11656
361696,08/11/2020 21:03,3573030000000000.0,fraud_Ebert-Daugherty,travel,4.41,Joanne,Williams,F,3638 Marsh Union,Altonah,UT,84002,40.3207,-110.436,302,"Sales professional, IT",17/01/1990,8256f7bbe9b5a2b203d2be7bce26efe3,1383944627,39.9803,-110.671065
147488,11/08/2020 13:23,30235000000000.0,"fraud_Hintz, Bauch and Smith",health_fitness,25.45,Matthew,Lambert,M,7188 Melissa Crest Apt. 151,New Holstein,WI,53061,43.9446,-88.0911,5196,Child psychotherapist,22/01/1978,a63599dae47d63e424c8c855b74b8562,1376227404,44.729018,-89.021831
108969,28/07/2020 19:58,4922710000000000.0,fraud_Turner LLC,travel,2.71,Heather,Chase,F,6888 Hicks Stream Suite 954,Manor,PA,15665,40.3359,-79.6607,1472,Public affairs consultant,07/03/1941,dc24269d05534b8d24643f0803a51722,1375041512,39.834305,-80.638541
513110,22/12/2020 06:57,6593250000000000.0,fraud_Koepp-Witting,grocery_pos,174.91,Melissa,Meza,F,244 Abbott Parkway,Loxahatchee,FL,33470,26.7383,-80.276,26551,Paramedic,04/01/1977,6e8aec01ec209647cc49a4409a826ae6,1387695424,26.190985,-79.475363
331004,26/10/2020 06:48,4671730000000000.0,"fraud_Rippin, Kub and Mann",misc_net,121.49,Kenneth,Edwards,M,3653 Ryan Crossroad,Andrews,IN,46702,40.8618,-85.6067,2304,Retail banker,25/07/1955,02534303f5c2f4e8b0958780c3589d22,1382770097,40.14655,-85.192101
537534,28/12/2020 03:31,30446000000000.0,fraud_Hintz-Bruen,grocery_net,61.36,Felicia,Thomas,F,47035 Murray Harbors,Achille,OK,74720,33.8396,-96.3648,608,Seismic interpreter,27/05/1993,a86d14b5c9b3913d0d9313ca19c3cc3e,1388201489,33.774015,-95.566609
